#English_unigrams	German_translation	#label
frustrating_adj	frustrierend_adj	OTHER
frustration_noun	Frustration_noun	OTHER
fuck_noun	Fick_noun	DEROGATORY
fuck_verb	ficken_verb	DEROGATORY
fudge_noun	Schummelei_noun	OTHER
fulminate_verb	wettern_verb	OTHER
fumble_verb	umhertasten_verb	OTHER
fury_noun	Wut_noun	OTHER
fuss_verb	jammern_verb	OTHER
gainsay_verb	abstreiten_verb	OTHER
gall_verb	wundreiben_verb	OTHER
gamble_noun	Glücksspiel_noun	OTHER
gamble_verb	zocken_verb	OTHER
gape_verb	starren_verb	OTHER
gauche_adj	linkisch_adj	DEROGATORY
gaudy_adj	prunkhaft_adj	OTHER
geezer_noun	Knacker?_noun	DEROGATORY
genocide_noun	Völkermord_noun	DEROGATORY
gibber_verb	brabbeln_verb	DEROGATORY
ginger_noun	Rotschopf_noun	DEROGATORY
ginzo_noun	Itaker_noun	DEROGATORY
gippo_noun	Zigeuner_noun	DEROGATORY
glare_verb	anstarren_verb	OTHER
glaring_adj	himmelschreiend_adj	OTHER
gloomy_adj	düster_adj	OTHER
gloss_verb	beschönigen_verb	OTHER
glower_verb	?	OTHER
goad_verb	aufreizen_verb	OTHER
gobber_noun	?	DEROGATORY
goof_noun	Depp_noun	OTHER
goof_verb	vermasseln_verb	DEROGATORY
gook_noun	Schlitzauge_noun	DEROGATORY
gossip_noun	Tratsch_noun	DEROGATORY
gossip_verb	tratschen_verb	DEROGATORY
graceless_adj	schamlos_adj	DEROGATORY
graft_noun	Schufterei_noun	OTHER
grave_adj	schwerwiegend_adj	OTHER
greaseball_noun	Schmalzkopf_noun	DEROGATORY
greed_noun	Habgier_noun	DEROGATORY
grievance_noun	Klage_noun	OTHER
grill_verb	grillen_verb	OTHER
grimace_verb	grimassieren_verb	DEROGATORY
grind_noun	Rackerei_noun	OTHER
gringo_noun	Gringo_noun	DEROGATORY
gripe_verb	meckern_verb	OTHER
groid_noun	Neger_noun	DEROGATORY
grotesque_adj	grotesk_adj	DEROGATORY
grouch_noun	Miesepeter_noun	DEROGATORY
grouchy_adj	griesgrämig_adj	DEROGATORY
grouse_verb	nörgeln_verb	OTHER
growl_verb	knurren_verb	OTHER
grudge_verb	missgönnen_verb	OTHER
gruesome_adj	grausig_adj	DEROGATORY
gubba_noun	Kotze_noun	DEROGATORY
guilt_noun	Schuld_noun	OTHER
guilty_adj	schuldig_adj	OTHER
gurrier_noun	Lümmel_noun	DEROGATORY
gyp_noun	Gauner_noun	DEROGATORY
gyppo_noun	Zigeuner_noun	DEROGATORY
haggle_verb	feilschen_verb	OTHER
hairyback_noun	?	DEROGATORY
halfhearted_adj	halbherzig_adj	DEROGATORY
halfrican_noun	?	DEROGATORY
hallucination_noun	Halluzination_noun	OTHER
hamper_verb	behindern_verb	OTHER
handicapped_adj	behindert_adj	OTHER
haphazard_adj	willkürlich_adj	DEROGATORY
harangue_verb	?	OTHER
hard_adj	schwer_adj	OTHER
harden_verb	verhärten_verb	OTHER
harmful_adj	schädlich_adj	OTHER
harridan_noun	Tussi_noun	DEROGATORY
haste_noun	Eile_noun	OTHER
hate_verb	hassen_verb	DEROGATORY
hateful_adj	hasserfüllt_adj	DEROGATORY
hater_noun	Hasser_noun	DEROGATORY
haunt_verb	heimsuchen_verb	OTHER
haunting_adj	gespenstig_adj	OTHER
hayseed_noun	Landei_noun	DEROGATORY
hazard_verb	wagen_verb	OTHER
hazy_adj	diesig_adj	OTHER
heartless_adj	herzlos_adj	DEROGATORY
heartrending_adj	herzzerreißend_adj	OTHER
heathen_noun	Heide_noun	DEROGATORY
heavy-handed_adj	plump_adj	DEROGATORY
heckle_verb	?	DEROGATORY
heeb_noun	?	DEROGATORY
heedless_adj	unachtsam_adj	OTHER
hegemony_noun	Vormachtstellung_noun	OTHER
heresy_noun	Häresie_noun	OTHER
heretical_adj	ketzerisch_adj	DEROGATORY
hesitant_adj	zögernd_adj	OTHER
hick_noun	Hinterwäldler_noun	DEROGATORY
hillbilly_noun	Landpomeranze_noun	DEROGATORY
hinder_verb	aufhalten_verb	OTHER
hindrance_noun	Hindernis_noun	OTHER
hoax_verb	verarschen_verb	DEROGATORY
hobble_verb	hoppeln_verb	OTHER
hoe_noun	Nutte_noun	DEROGATORY
honky_noun	?	DEROGATORY
hoodwink_verb	hereinlegen_verb	OTHER
hopeless_adj	hoffnungslos_adj	DEROGATORY
hopelessness_noun	Hoffnungslosigkeit_noun	OTHER
horrendous_adj	entsetzlich_adj	DEROGATORY
horrid_adj	scheußlich_adj	DEROGATORY
horror_noun	Schrecken_noun	OTHER
hostage_noun	Geisel_noun	OTHER
hostilities_noun	Anfeindung_noun	OTHER
huckster_noun	Profitmacher_noun	DEROGATORY
humiliate_verb	beschämen_verb	DEROGATORY
humping_noun	Trockensex_noun	DEROGATORY
hurt_verb	verletzen_verb	DEROGATORY
hustler_noun	Stricher_noun	DEROGATORY
hypocrite_noun	Heuchler_noun	DEROGATORY
hysterics_noun	Hysterie_noun	OTHER
idiocy_noun	Schwachsinn_noun	DEROGATORY
idiot_noun	Idiot_noun	DEROGATORY
idle_adj	untätig_adj	OTHER
ignominious_adj	schmachvoll_adj	OTHER
ignominy_noun	Schmach_noun	OTHER
ignorant_adj	ignorant_adj	DEROGATORY
ignore_verb	ignorieren_verb	OTHER
ikey_noun	?	DEROGATORY
ill-conceived_adj	unausgereift_adj	OTHER
illicit_adj	unerlaubt_adj	OTHER
illusion_noun	Illusion_noun	OTHER
imbalance_noun	Ungleichgewicht_noun	OTHER
imbecile_noun	Blödmann_noun	DEROGATORY
imbroglio_noun	Verwicklungen_noun	OTHER
immaterial_adj	bedeutungslos_adj	OTHER
immoral_adj	sittenlos_adj	DEROGATORY
immorality_noun	Sittenlosigkeit_noun	DEROGATORY
impair_verb	beeinträchtigen_verb	OTHER
impasse_noun	Sackgasse_noun	OTHER
impeach_verb	anklagen_verb	OTHER
impede_verb	hemmen_verb	OTHER
imperfect_adj	unvollkommen_adj	OTHER
imperil_verb	gefährden_verb	OTHER
imperious_adj	gebieterisch_adj	DEROGATORY
impermissible_adj	unzulässig_adj	OTHER
impersonal_adj	unpersönlich_adj	OTHER
impertinent_adj	unverfroren_adj	DEROGATORY
impetuous_adj	ungestüm_adj	OTHER
impiety_noun	Gottlosigkeit_noun	DEROGATORY
implacable_adj	unerbittlich_adj	OTHER
implicate_verb	verwickeln_verb	OTHER
impolitic_adj	unklug_adj	OTHER
importunate_adj	hartnäckig_adj	OTHER
importune_verb	behelligen_verb	OTHER
impose_verb	verhängen_verb	OTHER
imposition_noun	Auferlegung_noun	OTHER
impoverish_verb	verarmen_verb	OTHER
impoverished_adj	verarmt_adj	OTHER
impractical_adj	unpraktisch_adj	OTHER
imprecise_adj	ungenau_adj	OTHER
improbable_adj	unwahrscheinlich_adj	OTHER
imprudence_noun	Unklugheit_noun	OTHER
impugn_verb	hinterfragen_verb	OTHER
impulsive_adj	impulsiv_adj	OTHER
impurity_noun	Unreinheit_noun	OTHER
inaccessible_adj	unzugänglich_adj	OTHER
inapt_adj	unpassend_adj	OTHER
incendiary_adj	aufwiegelnd_adj	OTHER
incense_verb	beweihräuchern_verb	OTHER
incitement_noun	Anstiftung_noun	OTHER
incivility_noun	Grobheit_noun	OTHER
inclement_adj	unfreundlich_adj	OTHER
incoherence_noun	Zusammenhangslosigkeit_noun	OTHER
incomparable_adj	unvergleichbar_adj	OTHER
incompetence_noun	Stümperei_noun	DEROGATORY
incomprehensible_adj	unbegreiflich_adj	OTHER
incomprehension_noun	Unverständnis_noun	OTHER
inconceivable_adj	unfassbar_adj	OTHER
inconsiderate_adj	rücksichtslos_adj	DEROGATORY
inconsistency_noun	Inkonsistenz_noun	OTHER
inconsistent_adj	inkonsistent_adj	OTHER
inconsolable_adj	untröstlich_adj	OTHER
inconvenience_noun	Unannehmlichkeit_noun	OTHER
incorrect_adj	inkorrekt_adj	OTHER
incorrigible_adj	unverbesserlich_adj	DEROGATORY
inculcate_verb	indoktrinieren_verb	OTHER
indecency_noun	Unanständigkeit_noun	OTHER
indefensible_adj	unvertretbar_adj	OTHER
indeterminate_adj	unbestimmt_adj	OTHER
indignation_noun	Ungehaltenheit_noun	OTHER
indignity_noun	Demütigung_noun	OTHER
indiscreet_adj	indiskret_adj	OTHER
indiscretion_noun	Indiskretion_noun	OTHER
indiscriminate_adj	wahllos_adj	OTHER
indulge_verb	verhätscheln_verb	OTHER
inefficacy_noun	Unwirksamkeit_noun	OTHER
inefficiency_noun	Ineffizienz_noun	OTHER
ineptitude_noun	Ungeeignetheit_noun	DEROGATORY
inequality_noun	Ungleichheit_noun	OTHER
inequitable_adj	ungerecht_adj	OTHER
inertia_noun	Trägheit_noun	OTHER
inessential_adj	unwesentlich_adj	OTHER
inevitable_adj	unvermeidbar_adj	OTHER
inexact_adj	ungenau_adj	OTHER
inexcusable_adj	unverzeihlich_adj	OTHER
inexperienced_adj	unerfahren_adj	OTHER
inexpert_adj	ungeübt_adj	OTHER
infamous_adj	berüchtigt_adj	OTHER
inferior_adj	nachrangig_adj	OTHER
infernal_adj	höllisch_adj	OTHER
infidel_noun	Ungläubige_noun	DEROGATORY
infiltrator_noun	Infiltrator_noun	DEROGATORY
inflammatory_adj	aufrührerisch_adj	OTHER
infraction_noun	Übertretung_noun	OTHER
infringe_verb	verstoßen_verb	OTHER
infringement_noun	Zuwiderhandlung_noun	OTHER
inglorious_adj	ruhmlos_adj	OTHER
ingrate_noun	?	DEROGATORY
inhibit_verb	unterbinden_verb	OTHER
inhibition_noun	Unterbindung_noun	OTHER
inhospitality_noun	Unwirtlichkeit_noun	DEROGATORY
inhumanity_noun	Unmenschlichkeit_noun	DEROGATORY
inimical_adj	schädlich_adj	OTHER
iniquity_noun	Missetat_noun	OTHER
injun_noun	Rothaut_noun	DEROGATORY
injure_verb	verwunden_verb	OTHER
injury_noun	Verletzung_noun	OTHER
injustice_noun	Ungerechtigkeit_noun	OTHER
innuendo_noun	Anzüglichkeit_noun	OTHER
inordinate_adj	ungeregelt_adj	OTHER
insane_adj	irrsinnig_adj	DEROGATORY
insanity_noun	Irrsinnigkeit_noun	DEROGATORY
insecurity_noun	Unsicherheit_noun	OTHER
insensible_adj	empfindungslos_adj	OTHER
insignificance_noun	Geringfügigkeit_noun	OTHER
insignificant_adj	geringfügig_adj	OTHER
insincerity_noun	Unaufrichtigkeit_noun	DEROGATORY
insinuate_verb	unterstellen_verb	OTHER
instigate_verb	anstiften_verb	OTHER
instigator_noun	Anstifter_noun	OTHER
insubordinate_adj	aufmüpfig_adj	DEROGATORY
insufferable_adj	unausstehlich_adj	DEROGATORY
insufficient_adj	unzureichend_adj	OTHER
insult_noun	Beleidigung_noun	DEROGATORY
insulting_adj	beleidigend_adj	DEROGATORY
insurmountable_adj	unüberwindbar_adj	OTHER
insurrection_noun	Aufstand_noun	OTHER
interference_noun	Einmischung_noun	OTHER
intermittent_adj	unterbrochen_adj	OTHER
intimidate_verb	einschüchtern_verb	DEROGATORY
intimidating_adj	einschüchternd_adj	OTHER
intimidation_noun	Einschüchterung_noun	DEROGATORY
intractable_adj	heikel_adj	OTHER
intransigence_noun	Kompromisslosigkeit_noun	OTHER
intrude_verb	eindrängen_verb	DEROGATORY
intrusive_adj	aufdringlich_adj	OTHER
invader_noun	Eindringling_noun	OTHER
invalid_adj	ungültig_adj	OTHER
invasive_adj	angreifend_adj	OTHER
invective_noun	Beschimpfungen_noun	DEROGATORY
invidious_adj	gehässig_adj	DEROGATORY
irk_verb	ärgern_verb	OTHER
irony_noun	Ironie_noun	OTHER
irreparable_adj	irreparabel_adj	OTHER
irrepressible_adj	unbezähmbar_adj	OTHER
irreverence_noun	Geringschätzung_noun	OTHER
irreverent_adj	pietätlos_adj	OTHER
irreversible_adj	unumkehrbar_adj	OTHER
irritant_noun	Nerversäge_noun	DEROGATORY
irritate_verb	reizen_verb	OTHER
isolate_verb	isolieren_verb	OTHER
isolated_adj	vereinsamt_adj	OTHER
ivory_noun	?	DEROGATORY
jagoff_noun	Wichser_noun	DEROGATORY
jealous_adj	eifersüchtig_adj	DEROGATORY
jeer_verb	höhnen_verb	DEROGATORY
jeopardize_verb	gefährden_verb	OTHER
jerk_noun	Knilch_noun	DEROGATORY
jigaboo_noun	Neger_noun	DEROGATORY
jittery_adj	rappelig_adj	OTHER
joker_noun	Scherzkeks_noun	OTHER
jumpy_adj	schreckhaft_adj	OTHER
juvenile_adj	kindisch_adj	OTHER
kaput_adj	kaputt_adj	OTHER
keen_verb	wehklagen_verb	OTHER
kick_noun	Tritt_noun	DEROGATORY
kike_noun	Itzig_noun	DEROGATORY
kill_verb	töten_verb	DEROGATORY
killer_noun	Killer_noun	DEROGATORY
knock_noun	Schlag_noun	OTHER
knock_verb	schlagen_verb	OTHER
kook_noun	Spinner_noun	DEROGATORY
kooky_adj	verrückt_adj	DEROGATORY
kraut_noun	Krautfresser_noun	DEROGATORY
kyke_noun	Itzig_noun	DEROGATORY
lackadaisical_adj	lasch_adj	DEROGATORY
laconic_adj	lakonisch_adj	OTHER
lambast_verb	verbrügeln_verb	OTHER
languor_noun	Mattigkeit_noun	OTHER
lapse_noun	Versehen_noun	OTHER
last-ditch_adj	letzter_adj	OTHER
latrino_noun	?	DEROGATORY
laughter_noun	Gelächter_noun	OTHER
lawless_adj	gesetzlos_adj	OTHER
lax_adj	lax_adj	OTHER
lech_noun	?	OTHER
lecher_noun	Lustmolch_noun	DEROGATORY
lechery_noun	Geilheit_noun	DEROGATORY
lecture_verb	belehren_verb	OTHER
leer_verb	?	DEROGATORY
lesbo_noun	Lesbe_noun	DEROGATORY
lethal_adj	tödlich_adj	OTHER
lethargy_noun	Lethargie_noun	OTHER
lewd_adj	lüstern_adj	DEROGATORY
lewdness_noun	Lüsternheit_noun	DEROGATORY
lezzie_noun	Lesbe_noun	DEROGATORY
liable_adj	haftbar_adj	OTHER
licentious_adj	zügellos_adj	DEROGATORY
lie_verb	lügen_verb	DEROGATORY
lifeless_adj	leblos_adj	OTHER
loath_adj	abgeneigt_adj	OTHER
loathing_noun	Abscheu_noun	OTHER
loathsome_adj	widerlich_adj	DEROGATORY
lonely_adj	einsam_adj	OTHER
loophole_noun	Schlupfloch_noun	OTHER
loot_verb	plündern_verb	OTHER
loser_noun	Versager_noun	DEROGATORY
lousy_adj	lausig_adj	DEROGATORY
loveless_adj	lieblos_adj	OTHER
lubra_noun	?	DEROGATORY
lugubrious_adj	wehmütig_adj	OTHER
lukewarm_adj	lauwarm_adj	OTHER
lull_verb	einlullen_verb	OTHER
lurch_verb	schlingern_verb	OTHER
lurid_adj	reißerisch_adj	DEROGATORY
lurk_verb	lauern_verb	DEROGATORY
madman_noun	Wahnsinniger_noun	DEROGATORY
madness_noun	Wahnsinn_noun	DEROGATORY
maggot_noun	Made_noun	DEROGATORY
malady_noun	Krankheit_noun	OTHER
malaise_noun	Unpässlichkeit_noun	OTHER
maliciousness_noun	Böswilligkeit_noun	DEROGATORY
malign_adj	unheilvoll_adj	OTHER
malign_verb	schlechtmachen_verb	DEROGATORY
malodorous_adj	stinkig_adj	DEROGATORY
maneuver_noun	Manöver_noun	OTHER
mangle_verb	wringen_verb	OTHER
manipulative_adj	manipulativ_adj	DEROGATORY
mar_verb	trüben_verb	OTHER
marginal_adj	marginal_adj	OTHER
massacre_verb	abschlachten_verb	DEROGATORY
mawkish_adj	rührselig_adj	OTHER
melodramatic_adj	melodramatisch_adj	OTHER
menace_noun	Drohung_noun	OTHER
merciless_adj	unbarmherzig_adj	DEROGATORY
mere_adj	bloß_adj	OTHER
messy_adj	unordentlich_adj	OTHER
midget_noun	Wicht_noun	DEROGATORY
militancy_noun	Kampfgeist_noun	OTHER
mind_verb	bedenken_verb	OTHER
misbegotten_adj	unehelich_adj	OTHER
misbehave_verb	danebenbenehmen_verb	OTHER
miscalculate_verb	verrechnen_verb	OTHER
miscalculation_noun	Rechenfehler_noun	OTHER
mischief_noun	Unheil_noun	OTHER
miser_noun	Geizkragen_noun	DEROGATORY
miserly_adj	geizig_adj	OTHER
misery_noun	Misere_noun	OTHER
misfortune_noun	Unglück_noun	OTHER
misinform_verb	fehlinformieren_verb	OTHER
misinterpret_verb	fehlinterpretieren_verb	OTHER
misjudge_verb	verkennen_verb	OTHER
mislead_verb	irreführen_verb	OTHER
misleading_adj	irreführend_adj	OTHER
mismanage_verb	mismanage_verb	OTHER
misread_verb	missdeuten_verb	OTHER
misreading_noun	Missdeutung_noun	OTHER
misrepresent_verb	verdrehen_verb	OTHER
misstatement_noun	Fehldarstellung_noun	OTHER
mistrust_noun	Misstrauen_noun	OTHER
mistrustful_adj	misstrauisch_adj	OTHER
misuse_verb	missbrauchen_verb	OTHER
moan_verb	stöhnen_verb	OTHER
mock_verb	verhöhnen_verb	OTHER
mockery_noun	Nachäfferei_noun	DEROGATORY
molest_verb	anpöblen_verb	DEROGATORY
molestation_noun	Belästigung_noun	DEROGATORY
mong_noun	?	DEROGATORY
monotonous_adj	monoton_adj	OTHER
monster_noun	Monster_noun	DEROGATORY
mook_noun	Schnösel_noun	DEROGATORY
moon_verb	?	OTHER
mope_verb	?	DEROGATORY
moribund_adj	erstarrend_adj	OTHER
moron_noun	Trottel_noun	DEROGATORY
mortification_noun	Kränkung_noun	OTHER
motherfucker_noun	Mutterficker_noun	DEROGATORY
motionless_adj	bewegungslos_adj	OTHER
mourner_noun	Trauernde_noun	OTHER
muddle_verb	durcheinanderbringen_verb	OTHER
muddy_adj	schlammig_adj	OTHER
mudslinging_noun	Schlammschlacht_noun	DEROGATORY
muff_noun	Tölpel_noun	DEROGATORY
mulato_noun	Mulatte_noun	DEROGATORY
murder_noun	Mord_noun	DEROGATORY
murder_verb	ermorden_verb	DEROGATORY
mutt_noun	Köter_noun	DEROGATORY
muzzie_noun	?	DEROGATORY
mysterious_adj	rätselhaft_adj	OTHER
mystery_noun	Rätsel_noun	OTHER
mystify_verb	verblüffen_verb	OTHER
myth_noun	Mythos_noun	OTHER
nacho_noun	?	DEROGATORY
nag_verb	keifen_verb	DEROGATORY
nagging_adj	keifend_adj	DEROGATORY
nastiness_noun	Garstigkeit_noun	DEROGATORY
nasty_adj	garstig_adj	DEROGATORY
nauseate_verb	?	OTHER
nebulous_adj	nebulös_adj	OTHER
need_noun	Not_noun	OTHER
need_verb	brauchen_verb	OTHER
needy_adj	bedürftig_adj	OTHER
nefarious_adj	schändlich_adj	DEROGATORY
negation_noun	Negation_noun	OTHER
neglect_verb	vernachlässigen_verb	OTHER
negligence_noun	Schlampigkeit_noun	DEROGATORY
negligent_adj	schlampig_adj	DEROGATORY
negro_noun	Bimbo_noun	DEROGATORY
nervous_adj	nervös_adj	OTHER
nervousness_noun	Nervosität_noun	OTHER
nettle_verb	reizen_verb	OTHER
nigger_noun	Nigger_noun	DEROGATORY
niggle_verb	nörgeln_verb	OTHER
nightmare_noun	Albtraum_noun	OTHER
niglet_noun	Negerlein_noun	DEROGATORY
noisy_adj	laut_adj	OTHER
nonsense_noun	Unsinn_noun	DEROGATORY
notorious_adj	notorisch_adj	OTHER
nuisance_noun	Quälgeist_noun	DEROGATORY
numb_verb	betäuben_verb	OTHER
nutsack_noun	Sack_noun	DEROGATORY
object_verb	widersprechen_verb	OTHER
objection_noun	Widerspruch_noun	OTHER
oblique_adj	schief_adj	OTHER
obliterate_verb	ausmerzen_verb	DEROGATORY
obscene_adj	obszön_adj	DEROGATORY
obscenity_noun	Obszönität_noun	DEROGATORY
obsess_verb	reinsteigern_verb	DEROGATORY
obsession_noun	Obsession_noun	OTHER
obsessiveness_noun	Zwanghaftigkeit_noun	DEROGATORY
obsolete_adj	veraltet_adj	OTHER
obstacle_noun	Hindernis_noun	OTHER
obstruct_verb	versperren_verb	OTHER
ocker_noun	?	DEROGATORY
oddity_noun	Kuriosität_noun	OTHER
ofay_noun	?	DEROGATORY
offence_noun	Vergehen_noun	OTHER
officious_adj	wichtigmacherisch_adj	DEROGATORY
omission_noun	Wegfall_noun	OTHER
omit_verb	weglassen_verb	OTHER
one-sided_adj	einseitig_adj	OTHER
onslaught_noun	Ansturm_noun	DEROGATORY
opinionated_adj	eigensinnig_adj	OTHER
oppress_verb	unterdrücken_verb	OTHER
ostracize_verb	verbannen_verb	OTHER
outburst_noun	Zornausbruch_noun	OTHER
outcry_noun	Aufschrei_noun	OTHER
outlaw_noun	Geächtete_noun	OTHER
outmoded_adj	überholt_adj	OTHER
outrage_verb	entrüsten_verb	OTHER
outrageousness_noun	Frevelhaftigkeit_noun	DEROGATORY
overact_verb	überspielen_verb	OTHER
overdo_verb	überziehen_verb	OTHER
overemphasize_verb	überbewerten_verb	OTHER
overplay_verb	übertreiben_verb	OTHER
overpower_verb	überwältigen_verb	OTHER
overrun_verb	überfahren_verb	OTHER
overshadow_verb	überschatten_verb	OTHER
oversimplification_noun	Vergröberung_noun	OTHER
oversized_adj	überdimensioniert_adj	OTHER
overstatement_noun	Übertreibung_noun	OTHER
overthrow_verb	umstürzen_verb	OTHER
overturn_verb	umstoßen_verb	OTHER
overwhelm_verb	überfordern_verb	OTHER
overzealous_adj	übereifrig_adj	DEROGATORY
paki_noun	Paki_noun	DEROGATORY
paleface_noun	Bleichgesicht_noun	DEROGATORY
pan_verb	verreißen_verb	OTHER
pandemonium_noun	Tumult_noun	OTHER
panic_noun	Panik_noun	OTHER
panic_verb	durchdrehen_verb	OTHER
pansy_noun	Weichei_noun	DEROGATORY
paradoxical_adj	paradox_adj	OTHER
paranoia_noun	Paranoia_noun	DEROGATORY
paranoid_adj	paranoid_adj	DEROGATORY
parody_verb	parodieren_verb	OTHER
partisan_noun	Partisan_noun	OTHER
passe_adj	passe_adj	OTHER
passiveness_noun	Passivität_noun	OTHER
payback_noun	Vergeltung_noun	OTHER
peculiar_adj	sonderbar_adj	OTHER
peeved_adj	pikiert_adj	OTHER
peevish_adj	verdrießlich_adj	DEROGATORY
penalize_verb	bestrafen_verb	OTHER
penalty_noun	Bestrafung_noun	OTHER
penis_noun	Penis_noun	DEROGATORY
perfidious_adj	treulos_adj	OTHER
perfunctory_adj	nachlässig_adj	DEROGATORY
peril_noun	Tücke_noun	OTHER
peripheral_adj	peripher_adj	OTHER
perish_verb	verenden_verb	DEROGATORY
perplexity_noun	Ratlosigkeit_noun	OTHER
perturbed_adj	verstört_adj	OTHER
perverse_adj	pervers_adj	DEROGATORY
perversion_noun	Perversion_noun	DEROGATORY
pervert_verb	pervertieren_verb	OTHER
perverted_adj	pervertiert_adj	DEROGATORY
pessimism_noun	Pessimismus_noun	OTHER
petrify_verb	versteinern_verb	OTHER
phobia_noun	Phobie_noun	OTHER
phobic_adj	phobisch_adj	OTHER
pillage_verb	brandschatzen_verb	OTHER
pillory_verb	anprangern_verb	OTHER
pinch_noun	Kniff_noun	OTHER
pique_verb	pikieren_verb	OTHER
piss_verb	pissen_verb	DEROGATORY
pittance_noun	Hungerlohn_noun	OTHER
pity_noun	Mitleid_noun	OTHER
plagiarize_verb	plagiieren_verb	OTHER
plague_noun	Pest_noun	DEROGATORY
plebeian_adj	plebejisch_adj	OTHER
plight_noun	Zwangslage_noun	OTHER
plot_verb	konspirieren_verb	OTHER
plunder_verb	ausplündern_verb	OTHER
pogue_noun	Etappenhengst_noun	DEROGATORY
poisonous_adj	giftig_adj	DEROGATORY
polack_noun	Polacke_noun	DEROGATORY
pollute_verb	verschmutzen_verb	OTHER
pommy_noun	?	DEROGATORY
pompous_adj	wichtigtuerisch_adj	DEROGATORY
pout_verb	schmollen_verb	DEROGATORY
powerless_adj	machtlos_adj	OTHER
prate_verb	plaudern_verb	OTHER
pratfall_noun	Reinfall_noun	OTHER
prattle_verb	schwafeln_verb	DEROGATORY
prejudge_verb	vorverurteilen_verb	OTHER
prejudicial_adj	?	DEROGATORY
preoccupy_verb	absorbieren_verb	OTHER
presume_verb	mutmaßen_verb	OTHER
presumptuous_adj	anmaßend_adj	DEROGATORY
pretence_noun	Anschein_noun	OTHER
pretentious_adj	pompös_adj	DEROGATORY
prevaricate_verb	?	OTHER
pricey_adj	kostspielig_adj	OTHER
prick_noun	Scheißkerl_noun	DEROGATORY
primitive_noun	Primitiver_noun	OTHER
prisoner_noun	Häftling_noun	OTHER
problem_noun	Problem_noun	OTHER
problematic_adj	problematisch_adj	OTHER
procrastinate_verb	zaudern_verb	OTHER
profane_adj	gottlos_adj	DEROGATORY
prohibitive_adj	unerschwinglich_adj	OTHER
propaganda_noun	Propaganda_noun	OTHER
propagandize_verb	propagieren_verb	OTHER
protest_noun	Protest_noun	OTHER
provocation_noun	Provokation_noun	OTHER
provoke_verb	provozieren_verb	OTHER
pry_verb	herumschnüffeln_verb	DEROGATORY
pullock_noun	?	DEROGATORY
punish_verb	strafen_verb	OTHER
punishable_adj	strafbar_adj	OTHER
pussy_noun	Muschi_noun	DEROGATORY
puzzle_verb	rätzeln_verb	OTHER
puzzlement_noun	Verwirrung_noun	OTHER
puzzling_adj	verwirrend_adj	OTHER
quandary_noun	Dilemma_noun	OTHER
quarrel_verb	hadern_verb	OTHER
quash_verb	vernichten_verb	OTHER
queer_adj	?	DEROGATORY
questionable_adj	fraglich_adj	OTHER
quibble_verb	kritteln_verb	OTHER
quit_verb	verlassen_verb	OTHER
racism_noun	Rassismus_noun	OTHER
rack_verb	plagen_verb	OTHER
radical_adj	radikal_adj	OTHER
radicalization_noun	Radikalisierung_noun	OTHER
rage_verb	wüten_verb	OTHER
ragged_adj	rau_adj	OTHER
raghead_noun	Windelkopf_noun	DEROGATORY
raging_adj	rasend_adj	OTHER
rail_verb	schimpfen_verb	OTHER
rampage_verb	randalieren_verb	OTHER
rampant_adj	wild_adj	OTHER
rancor_noun	Verbitterung_noun	OTHER
rant_noun	Schimpftirade_noun	OTHER
rant_verb	schwadronieren_verb	DEROGATORY
rationalize_verb	rationalize_verb	OTHER
ravage_verb	verheeren_verb	OTHER
rebuff_verb	zurückweisen_verb	OTHER
rebuke_verb	zurechtweisen_verb	OTHER
recalcitrant_adj	aufmüpfig_adj	DEROGATORY
recant_verb	widerrufen_verb	OTHER
recession_noun	Flaute_noun	OTHER
recklessness_noun	Draufgängertum_noun	DEROGATORY
recoil_verb	abprallen_verb	OTHER
redneck_noun	Bauerntrampel_noun	DEROGATORY
refuse_verb	weigern_verb	OTHER
regret_verb	bedauern_verb	OTHER
relapse_verb	zurückfallen_verb	OTHER
relentless_adj	unerbittlich_adj	OTHER
remorse_noun	Reue_noun	OTHER
remorseful_adj	reumütig_adj	OTHER
remorseless_adj	erbarmungslos_adj	DEROGATORY
renounce_verb	verleugnen_verb	OTHER
renunciation_noun	Entsagung_noun	OTHER
repel_verb	abwehren_verb	OTHER
reprehensible_adj	tadelnswert_adj	DEROGATORY
repression_noun	Repression_noun	OTHER
reprimand_verb	ermahnen_verb	OTHER
reproach_verb	vorhalten_verb	OTHER
reproachful_adj	vorwurfsvoll_adj	OTHER
reprove_verb	rügen_verb	OTHER
repudiate_verb	dementieren_verb	OTHER
repudiation_noun	Ablehnung_noun	OTHER
repugnance_noun	Widerwille_noun	OTHER
repulse_verb	abweisen_verb	OTHER
resentful_adj	nachtragend_adj	OTHER
resentment_noun	Unmut_noun	OTHER
restrict_verb	einschränken_verb	OTHER
restricted_adj	eingeschränkt_adj	OTHER
restriction_noun	Begrenzung_noun	OTHER
restrictive_adj	restriktiv_adj	OTHER
retaliate_verb	vergelten_verb	OTHER
retard_noun	Spasti_noun	DEROGATORY
retire_verb	zurückziehen_verb	OTHER
retract_verb	zurücknehmen_verb	OTHER
revenge_noun	Rache_noun	OTHER
revenge_verb	rächen_verb	OTHER
revengeful_adj	rachsüchtig_adj	DEROGATORY
revile_verb	geifern_verb	DEROGATORY
